Branch1,Branch2,Success,MW_Lost
30,100,1,0.00
75,157,1,0.00
147,185,1,0.00
23,179,1,0.00
89,146,1,0.00
33,53,1,0.00
37,118,1,0.00
153,163,1,0.00
51,160,1,0.00
61,66,1,0.00
115,132,1,0.00
14,78,1,0.00
47,86,1,0.00
14,138,1,0.00
101,103,0,BLACK_OUT
95,181,1,0.00
39,94,1,0.00
96,146,1,0.00
42,52,1,0.00
11,12,1,0.00
33,74,1,0.00
19,103,1,0.00
110,147,1,0.00
73,159,1,0.00
18,62,1,0.00
48,112,1,0.00
19,58,1,0.00
97,130,1,0.00
74,108,1,0.00
37,88,1,0.00
3,70,1,0.00
23,107,1,0.00
77,182,1,0.00
66,141,1,0.00
19,37,1,0.00
157,186,1,0.00
83,145,1,0.00
40,57,1,0.00
20,135,1,0.00
29,123,1,0.00
140,180,1,0.00
15,149,1,0.00
45,111,1,0.00
75,152,1,0.00
41,57,1,0.00
40,111,1,0.00
88,152,1,0.00
94,96,1,0.00
100,174,1,0.00
144,178,1,0.00
46,91,1,0.00
1,156,1,0.00
146,165,1,0.00
86,107,1,0.00
25,150,1,0.00
28,185,1,0.00
52,95,1,0.00
47,98,1,0.00
65,89,1,0.00
70,185,1,0.00
135,142,1,0.00
105,169,1,0.00
19,38,1,0.00
48,154,1,0.00
17,153,1,0.00
38,90,1,0.00
20,171,1,0.00
6,159,1,0.00
18,88,1,0.00
131,142,1,0.00
92,142,1,0.00
126,153,1,0.00
38,124,1,0.00
12,149,1,0.00
100,137,1,0.00
30,61,1,0.00
14,140,1,0.00
14,168,1,0.00
14,66,1,0.00
28,30,1,0.00
118,119,1,0.00
85,118,1,0.00
87,112,1,0.00
74,169,1,0.00
51,150,1,0.00
37,106,1,0.00
95,157,1,0.00
110,171,1,0.00
154,172,1,0.00
40,91,1,0.00
18,69,1,0.00
122,149,1,0.00
3,50,1,0.00
69,173,1,0.00
62,181,1,0.00
81,140,1,0.00
6,158,1,0.00
90,137,1,0.00
83,117,1,0.00
19,181,1,0.00
60,163,1,0.00
3,11,1,0.00
52,145,1,0.00
75,82,1,0.00
39,104,1,0.00
83,124,1,0.00
22,148,1,0.00
64,151,1,0.00
48,79,1,0.00
54,92,1,0.00
86,167,1,0.00
24,144,1,0.00
28,158,1,0.00
57,181,1,0.00
171,181,1,0.00
63,92,1,0.00
92,174,1,0.00
49,83,1,0.00
80,127,1,0.00
63,87,1,0.00
72,112,1,0.00
34,142,1,0.00
120,136,1,0.00
47,108,1,0.00
132,179,1,0.00
23,155,1,0.00
31,49,1,0.00
27,52,1,0.00
52,118,1,0.00
84,182,1,0.00
67,106,1,0.00
12,29,1,0.00
101,178,1,0.00
76,118,1,0.00
34,88,1,0.00
144,155,1,0.00
76,165,1,0.00
49,70,1,0.00
25,137,1,0.00
33,100,1,0.00
21,155,1,0.00
8,171,1,0.00
64,132,1,0.00
32,148,1,0.00
86,93,1,0.00
11,95,1,0.00
115,155,1,0.00
3,29,1,0.00
120,157,1,0.00
12,158,1,0.00
126,159,1,0.00
12,48,1,0.00
83,158,1,0.00
18,182,1,0.00
56,108,1,0.00
163,164,1,0.00
44,99,1,0.00
20,46,1,0.00
93,150,1,0.00
49,140,1,0.00
119,167,1,0.00
48,78,1,0.00
35,92,1,0.00
34,77,1,0.00
116,152,1,0.00
140,152,1,0.00
19,115,1,0.00
123,179,1,0.00
128,179,1,0.00
8,34,1,0.00
57,156,1,0.00
74,162,1,0.00
147,172,1,0.00
1,28,1,0.00
74,161,1,0.00
21,127,1,0.00
80,114,1,0.00
23,92,1,0.00
105,186,1,0.00
106,136,1,0.00
118,139,1,0.00
95,167,1,0.00
51,132,1,0.00
128,166,1,0.00
58,101,1,0.00
22,71,1,0.00
19,186,1,0.00
106,121,1,0.00
10,14,1,0.00
119,168,1,0.00
30,119,1,0.00
73,119,1,0.00
17,130,1,0.00
137,181,1,0.00
89,99,1,0.00
48,160,1,0.00
61,141,1,0.00
155,178,1,0.00
34,120,1,0.00
70,157,1,0.00
2,139,1,0.00
10,104,1,0.00
39,167,1,0.00
56,91,1,0.00
36,159,1,0.00
66,71,1,0.00
66,83,1,0.00
62,143,1,0.00
72,115,1,0.00
4,18,1,0.00
13,43,1,0.00
46,153,1,0.00
51,173,1,0.00
80,112,1,0.00
132,155,1,0.00
50,131,1,0.00
43,104,1,0.00
33,120,1,0.00
47,104,1,0.00
19,172,1,0.00
1,115,1,0.00
89,125,1,0.00
151,186,1,0.00
2,19,1,0.00
101,121,1,0.00
153,156,1,0.00
115,167,1,0.00
111,168,1,0.00
13,162,1,0.00
29,122,1,0.00
44,120,1,0.00
8,80,1,0.00
31,103,1,0.00
43,120,1,0.00
142,164,1,0.00
13,141,1,0.00
66,89,1,0.00
74,136,1,0.00
46,165,1,0.00
4,10,1,0.00
19,178,1,0.00
88,175,1,0.00
3,149,1,0.00
28,164,1,0.00
66,181,1,0.00
95,130,1,0.00
52,58,1,0.00
38,135,1,0.00
23,90,1,0.00
59,169,1,0.00
6,131,1,0.00
58,97,1,0.00
29,118,1,0.00
24,70,1,0.00
42,148,1,0.00
73,82,1,0.00
44,93,1,0.00
39,135,1,0.00
15,69,1,0.00
11,158,1,0.00
37,45,1,0.00
16,111,1,0.00
87,175,1,0.00
148,154,1,0.00
31,154,1,0.00
101,111,1,0.00
51,55,1,0.00
135,158,1,0.00
8,152,1,0.00
73,124,1,0.00
25,48,1,0.00
15,119,1,0.00
72,85,1,0.00
72,75,1,0.00
66,97,1,0.00
69,125,1,0.00
59,142,1,0.00
6,129,1,0.00
41,157,1,0.00
98,166,1,0.00
136,175,1,0.00
65,135,1,0.00
13,60,1,0.00
96,114,1,0.00
83,125,1,0.00
128,168,1,0.00
5,64,1,0.00
85,156,1,0.00
109,159,1,0.00
142,144,1,0.00
85,150,1,0.00
66,127,1,0.00
4,39,1,0.00
16,173,1,0.00
22,170,1,0.00
34,57,1,0.00
129,182,1,0.00
37,84,1,0.00
71,175,1,0.00
47,162,1,0.00
64,75,1,0.00
166,170,1,0.00
146,181,1,0.00
122,150,1,0.00
165,182,1,0.00
27,57,1,0.00
13,179,1,0.00
100,103,1,0.00
91,112,1,0.00
94,147,1,0.00
4,44,1,0.00
145,174,1,0.00
6,65,1,0.00
15,16,1,0.00
54,81,1,0.00
45,105,1,0.00
43,96,1,0.00
14,154,1,0.00
78,124,1,0.00
37,42,1,0.00
49,175,1,0.00
137,149,1,0.00
48,90,1,0.00
92,118,1,0.00
24,74,1,0.00
6,106,1,0.00
90,151,1,0.00
18,95,1,0.00
129,173,1,0.00
74,147,1,0.00
130,161,1,0.00
24,147,1,0.00
85,117,1,0.00
73,163,1,0.00
16,90,1,0.00
47,88,1,0.00
97,163,1,0.00
21,168,1,0.00
112,165,1,0.00
143,156,1,0.00
149,181,1,0.00
41,132,1,0.00
39,131,1,0.00
94,129,1,0.00
67,121,1,0.00
46,175,1,0.00
3,155,1,0.00
74,140,1,0.00
82,180,1,0.00
4,88,1,0.00
88,89,1,0.00
118,122,1,0.00
144,154,1,0.00
103,175,1,0.00
123,148,1,0.00
53,174,1,0.00
16,66,1,0.00
27,82,1,0.00
115,181,1,0.00
11,68,1,0.00
68,141,1,0.00
121,158,1,0.00
57,110,1,0.00
30,99,1,0.00
71,151,1,0.00
20,107,1,0.00
18,106,1,0.00
11,32,1,0.00
33,34,1,0.00
140,164,1,0.00
39,172,1,0.00
4,75,1,0.00
153,167,1,0.00
81,107,1,0.00
128,151,1,0.00
104,139,1,0.00
78,88,1,0.00
16,41,1,0.00
2,121,1,0.00
77,98,1,0.00
5,117,1,0.00
1,153,1,0.00
62,120,1,0.00
63,178,1,0.00
100,140,1,0.00
19,148,1,0.00
14,31,1,0.00
151,169,1,0.00
32,80,1,0.00
1,12,1,0.00
38,94,1,0.00
2,29,1,0.00
45,137,1,0.00
73,156,1,0.00
92,147,1,0.00
75,100,1,0.00
70,94,1,0.00
35,161,1,0.00
37,59,1,0.00
46,108,1,0.00
66,150,1,0.00
86,156,1,0.00
13,59,1,0.00
13,178,1,0.00
128,132,1,0.00
21,164,1,0.00
52,172,1,0.00
36,54,1,0.00
51,68,1,0.00
82,111,1,0.00
41,66,1,0.00
149,171,1,0.00
70,139,1,0.00
2,151,1,0.00
27,101,1,0.00
43,145,1,0.00
56,155,1,0.00
67,165,1,0.00
104,171,1,0.00
77,129,1,0.00
11,69,1,0.00
103,147,1,0.00
98,114,1,0.00
71,119,1,0.00
97,167,1,0.00
40,97,1,0.00
61,79,1,0.00
18,94,1,0.00
79,99,1,0.00
84,147,1,0.00
101,109,1,0.00
44,165,1,0.00
75,167,1,0.00
115,130,1,0.00
41,173,1,0.00
56,79,1,0.00
26,159,1,0.00
62,72,1,0.00
32,139,1,0.00
42,79,1,0.00
24,92,1,0.00
16,40,1,0.00
2,169,1,0.00
35,85,1,0.00
92,154,1,0.00
116,142,1,0.00
51,107,1,0.00
72,103,1,0.00
30,138,1,0.00
163,185,1,0.00
10,137,1,0.00
11,137,1,0.00
41,106,1,0.00
108,185,1,0.00
154,167,1,0.00
137,147,1,0.00
59,135,1,0.00
53,97,1,0.00
35,120,1,0.00
46,181,1,0.00
25,92,1,0.00
62,117,1,0.00
5,77,1,0.00
29,117,1,0.00
135,171,1,0.00
79,154,1,0.00
108,159,1,0.00
29,178,1,0.00
18,180,1,0.00
18,154,1,0.00
71,137,1,0.00
98,111,1,0.00
31,55,1,0.00
27,185,1,0.00
93,167,1,0.00
32,158,1,0.00
60,76,1,0.00
3,64,1,0.00
49,166,1,0.00
75,78,1,0.00
30,64,1,0.00
25,96,1,0.00
19,88,1,0.00
57,168,1,0.00
97,129,1,0.00
42,62,1,0.00
138,150,1,0.00
76,116,1,0.00
50,58,1,0.00
6,20,1,0.00
57,88,1,0.00
6,92,1,0.00
34,93,1,0.00
2,39,1,0.00
122,145,1,0.00
108,121,1,0.00
75,81,1,0.00
143,148,1,0.00
44,139,1,0.00
80,137,1,0.00
14,93,1,0.00
60,161,1,0.00
36,129,1,0.00
76,111,1,0.00
103,116,1,0.00
137,142,1,0.00
78,135,1,0.00
1,151,1,0.00
115,162,1,0.00
165,179,1,0.00
5,154,1,0.00
20,149,1,0.00
3,68,1,0.00
85,111,1,0.00
61,97,1,0.00
33,145,1,0.00
62,94,1,0.00
125,142,1,0.00
5,73,1,0.00
4,102,1,0.00
80,83,1,0.00
24,46,1,0.00
47,95,1,0.00
12,120,1,0.00
42,152,1,0.00
85,92,1,0.00
4,185,1,0.00
22,93,1,0.00
70,109,1,0.00
38,105,1,0.00
47,111,1,0.00
137,161,1,0.00
48,80,1,0.00
79,161,1,0.00
47,79,1,0.00
36,64,1,0.00
144,167,1,0.00
91,131,1,0.00
132,141,1,0.00
2,5,1,0.00
118,120,1,0.00
157,171,1,0.00
52,61,1,0.00
64,122,1,0.00
101,104,1,0.00
152,165,1,0.00
11,93,1,0.00
13,147,1,0.00
62,144,1,0.00
161,170,1,0.00
52,149,1,0.00
99,114,1,0.00
32,156,1,0.00
96,156,1,0.00
114,147,1,0.00
73,121,1,0.00
28,89,1,0.00
18,114,1,0.00
58,141,1,0.00
69,72,1,0.00
127,166,1,0.00
62,96,1,0.00
71,140,1,0.00
21,186,1,0.00
17,116,1,0.00
107,115,1,0.00
36,85,1,0.00
44,146,1,0.00
95,107,1,0.00
107,125,1,0.00
57,154,1,0.00
99,163,1,0.00
76,100,1,0.00
46,172,1,0.00
57,69,1,0.00
1,145,1,0.00
112,160,1,0.00
46,151,1,0.00
16,61,1,0.00
1,50,1,0.00
94,142,1,0.00
78,80,1,0.00
86,125,1,0.00
2,35,1,0.00
28,143,1,0.00
87,106,1,0.00
65,80,1,0.00
94,138,1,0.00
100,156,1,0.00
117,155,1,0.00
14,185,1,0.00
64,124,1,0.00
48,83,1,0.00
52,80,1,0.00
47,84,1,0.00
40,117,1,0.00
32,101,1,0.00
146,150,1,0.00
121,139,1,0.00
140,141,1,0.00
16,164,1,0.00
61,173,1,0.00
52,119,1,0.00
40,150,1,0.00
75,85,1,0.00
122,174,1,0.00
1,77,1,0.00
121,172,1,0.00
100,119,1,0.00
18,173,1,0.00
117,146,1,0.00
114,145,1,0.00
155,175,1,0.00
3,35,1,0.00
64,69,0,BLACK_OUT
93,119,1,0.00
72,86,1,0.00
40,119,1,0.00
2,100,1,0.00
35,123,1,0.00
114,132,1,0.00
102,182,1,0.00
35,179,1,0.00
45,104,1,0.00
132,139,1,0.00
101,159,1,0.00
14,156,1,0.00
56,156,1,0.00
22,94,1,0.00
53,99,1,0.00
91,157,1,0.00
18,147,1,0.00
74,153,1,0.00
125,141,1,0.00
39,63,1,0.00
28,108,1,0.00
79,164,1,0.00
12,123,1,0.00
42,128,1,0.00
64,88,1,0.00
135,143,1,0.00
100,126,1,0.00
26,168,1,0.00
95,111,1,0.00
124,135,1,0.00
62,160,1,0.00
86,126,1,0.00
52,150,1,0.00
15,121,1,0.00
148,172,1,0.00
82,94,1,0.00
22,53,1,0.00
17,26,1,0.00
94,179,1,0.00
105,151,1,0.00
58,168,1,0.00
79,85,1,0.00
120,139,1,0.00
15,135,1,0.00
8,135,1,0.00
75,99,1,0.00
1,62,1,0.00
87,120,1,0.00
91,98,1,0.00
139,171,1,0.00
1,124,1,0.00
13,17,1,0.00
36,94,1,0.00
81,142,1,0.00
11,174,1,0.00
13,173,1,0.00
94,152,1,0.00
106,167,1,0.00
136,166,1,0.00
161,166,1,0.00
72,160,1,0.00
41,84,1,0.00
106,164,1,0.00
40,98,1,0.00
8,153,1,0.00
76,90,1,0.00
41,117,1,0.00
140,148,1,0.00
98,137,1,0.00
58,180,1,0.00
41,116,1,0.00
1,47,1,0.00
34,38,1,0.00
25,85,1,0.00
127,132,1,0.00
101,164,1,0.00
26,59,1,0.00
25,167,1,0.00
100,101,1,0.00
67,159,1,0.00
91,103,1,0.00
28,99,1,0.00
45,97,1,0.00
20,62,1,0.00
101,129,1,0.00
122,181,1,0.00
145,165,1,0.00
53,123,1,0.00
22,39,1,0.00
13,38,1,0.00
99,112,1,0.00
116,148,1,0.00
12,178,1,0.00
33,110,1,0.00
5,122,1,0.00
29,80,1,0.00
145,180,1,0.00
111,132,1,0.00
96,125,1,0.00
123,169,1,0.00
47,96,1,0.00
10,128,1,0.00
3,97,1,0.00
53,110,1,0.00
54,175,1,0.00
23,124,1,0.00
51,105,1,0.00
1,126,1,0.00
1,95,1,0.00
51,162,1,0.00
103,158,1,0.00
30,95,1,0.00
29,148,1,0.00
16,155,1,0.00
39,175,1,0.00
161,167,1,0.00
2,160,1,0.00
70,130,1,0.00
56,62,1,0.00
97,153,1,0.00
69,153,1,0.00
150,164,1,0.00
8,117,1,0.00
11,115,1,0.00
106,172,1,0.00
148,168,1,0.00
83,109,1,0.00
75,93,1,0.00
57,98,1,0.00
85,172,1,0.00
8,179,1,0.00
8,48,1,0.00
17,92,1,0.00
111,174,1,0.00
17,89,1,0.00
18,111,1,0.00
108,117,1,0.00
165,175,1,0.00
47,131,1,0.00
127,138,1,0.00
41,162,1,0.00
95,180,1,0.00
67,101,1,0.00
129,131,1,0.00
61,185,1,0.00
142,147,1,0.00
107,137,1,0.00
105,155,1,0.00
154,181,1,0.00
122,137,1,0.00
45,172,1,0.00
78,157,1,0.00
148,163,1,0.00
33,75,1,0.00
28,119,1,0.00
37,174,1,0.00
101,131,1,0.00
18,26,1,0.00
40,143,1,0.00
107,181,1,0.00
68,137,1,0.00
23,164,1,0.00
13,151,1,0.00
157,172,1,0.00
29,38,1,0.00
90,144,1,0.00
31,159,1,0.00
2,78,1,0.00
128,153,1,0.00
53,125,1,0.00
11,30,1,0.00
77,158,1,0.00
104,150,1,0.00
3,48,1,0.00
159,160,1,0.00
21,56,1,0.00
36,171,1,0.00
33,182,1,0.00
12,114,1,0.00
32,56,1,0.00
76,179,1,0.00
47,66,1,0.00
116,136,1,0.00
23,151,1,0.00
37,44,1,0.00
52,174,1,0.00
106,186,1,0.00
109,158,1,0.00
105,126,1,0.00
146,158,1,0.00
15,105,1,0.00
88,172,1,0.00
29,56,1,0.00
32,168,1,0.00
145,162,1,0.00
23,89,1,0.00
153,169,1,0.00
46,99,1,0.00
85,170,1,0.00
12,131,1,0.00
11,31,1,0.00
31,85,1,0.00
28,112,1,0.00
15,124,1,0.00
22,100,1,0.00
29,95,1,0.00
110,121,1,0.00
21,112,1,0.00
151,152,1,0.00
34,154,1,0.00
82,137,1,0.00
12,79,1,0.00
74,131,1,0.00
15,152,1,0.00
41,102,1,0.00
162,173,1,0.00
103,170,1,0.00
158,182,1,0.00
49,93,1,0.00
99,121,1,0.00
22,66,1,0.00
28,69,1,0.00
75,101,1,0.00
57,78,1,0.00
150,160,1,0.00
101,182,1,0.00
12,147,1,0.00
36,51,1,0.00
108,127,1,0.00
67,118,1,0.00
60,180,1,0.00
23,61,1,0.00
123,146,1,0.00
15,126,1,0.00
3,110,1,0.00
50,186,1,0.00
40,62,1,0.00
112,132,1,0.00
36,124,1,0.00
11,36,1,0.00
48,69,1,0.00
111,166,1,0.00
8,182,1,0.00
47,90,1,0.00
48,73,1,0.00
47,61,1,0.00
6,97,1,0.00
68,165,1,0.00
39,129,1,0.00
114,157,1,0.00
47,67,1,0.00
1,128,1,0.00
22,139,1,0.00
119,156,1,0.00
32,57,1,0.00
35,157,1,0.00
95,143,1,0.00
61,120,1,0.00
112,168,1,0.00
1,3,1,0.00
89,168,1,0.00
83,147,1,0.00
20,49,1,0.00
75,119,1,0.00
27,60,1,0.00
129,132,1,0.00
104,179,1,0.00
31,98,1,0.00
77,109,1,0.00
48,88,1,0.00
8,15,1,0.00
1,121,1,0.00
85,162,1,0.00
22,24,1,0.00
26,45,1,0.00
12,140,1,0.00
10,174,1,0.00
20,73,1,0.00
54,78,1,0.00
56,90,1,0.00
79,86,1,0.00
45,56,1,0.00
38,89,1,0.00
83,120,1,0.00
39,173,1,0.00
32,111,1,0.00
20,47,1,0.00
37,175,1,0.00
17,150,1,0.00
114,167,1,0.00
101,151,1,0.00
53,96,1,0.00
27,102,1,0.00
93,147,1,0.00
52,56,1,0.00
35,132,1,0.00
73,139,1,0.00
31,97,1,0.00
45,152,1,0.00
147,174,1,0.00
74,91,1,0.00
50,59,1,0.00
26,66,1,0.00
48,117,1,0.00
125,168,1,0.00
48,153,1,0.00
168,186,1,0.00
30,131,1,0.00
68,160,1,0.00
147,148,1,0.00
102,163,1,0.00
64,76,1,0.00
80,132,1,0.00
103,128,1,0.00
45,138,1,0.00
128,174,1,0.00
42,57,1,0.00
69,132,1,0.00
19,116,1,0.00
4,66,1,0.00
126,178,1,0.00
36,145,1,0.00
86,152,1,0.00
100,107,1,0.00
22,90,1,0.00
76,80,1,0.00
121,180,1,0.00
53,135,1,0.00
125,148,1,0.00
34,41,1,0.00
14,179,1,0.00
46,126,1,0.00
103,173,1,0.00
59,99,1,0.00
47,100,1,0.00
39,81,1,0.00
162,178,1,0.00
101,120,1,0.00
18,149,1,0.00
124,140,1,0.00
38,164,1,0.00
74,117,1,0.00
135,185,1,0.00
117,143,1,0.00
1,71,1,0.00
21,175,1,0.00
100,168,1,0.00
21,57,1,0.00
21,160,1,0.00
63,150,1,0.00
55,99,1,0.00
52,165,1,0.00
51,149,1,0.00
130,186,1,0.00
42,94,1,0.00
40,165,1,0.00
41,152,1,0.00
115,127,1,0.00
1,116,1,0.00
91,129,1,0.00
18,121,1,0.00
55,73,1,0.00
126,173,1,0.00
80,118,1,0.00
6,136,1,0.00
123,162,1,0.00
3,147,1,0.00
55,58,1,0.00
22,143,1,0.00
3,123,1,0.00
12,38,1,0.00
13,101,1,0.00
28,76,1,0.00
67,160,1,0.00
10,35,1,0.00
63,180,1,0.00
38,174,1,0.00
11,122,1,0.00
117,174,1,0.00
68,74,1,0.00
89,102,1,0.00
131,136,1,0.00
46,47,0,BLACK_OUT
161,175,1,0.00
37,65,1,0.00
75,172,1,0.00
8,75,1,0.00
12,168,1,0.00
14,163,1,0.00
43,77,1,0.00
118,130,1,0.00
101,150,1,0.00
10,39,1,0.00
51,100,1,0.00
167,173,1,0.00
33,157,1,0.00
132,154,1,0.00
27,114,1,0.00
20,150,1,0.00
12,94,1,0.00
116,121,1,0.00
64,74,1,0.00
59,181,1,0.00
129,163,1,0.00
83,100,1,0.00
85,120,1,0.00
122,166,1,0.00
49,112,1,0.00
33,162,1,0.00
90,147,1,0.00
86,120,1,0.00
76,173,1,0.00
15,24,1,0.00
167,169,1,0.00
48,179,1,0.00
155,181,1,0.00
31,57,1,0.00
77,100,1,0.00
65,111,1,0.00
112,135,1,0.00
36,67,1,0.00
35,159,1,0.00
102,142,1,0.00
94,110,1,0.00
4,31,1,0.00
57,166,1,0.00
49,152,1,0.00
110,125,1,0.00
78,82,1,0.00
86,101,1,0.00
105,114,1,0.00
10,60,1,0.00
105,174,1,0.00
11,62,1,0.00
92,116,1,0.00
47,155,1,0.00
11,51,1,0.00
126,186,1,0.00
76,137,1,0.00
8,46,1,0.00
138,175,1,0.00
24,35,1,0.00
103,150,1,0.00
10,147,1,0.00
53,82,1,0.00
17,69,1,0.00
109,163,1,0.00
46,140,1,0.00
1,55,1,0.00
5,178,1,0.00
74,181,1,0.00
136,172,1,0.00
109,122,1,0.00
38,63,1,0.00
47,179,1,0.00
47,135,1,0.00
49,181,1,0.00
29,78,1,0.00
57,103,1,0.00
13,22,1,0.00
75,96,1,0.00
1,179,1,0.00
1,86,1,0.00
81,157,1,0.00
15,93,1,0.00
59,80,1,0.00
101,173,1,0.00
65,109,1,0.00
45,100,1,0.00
55,66,1,0.00
33,179,1,0.00
80,148,1,0.00
110,145,1,0.00
154,157,1,0.00
27,48,1,0.00
39,140,1,0.00
32,76,1,0.00
55,174,1,0.00
125,174,1,0.00
13,15,1,0.00
94,132,1,0.00
88,142,1,0.00
10,20,1,0.00
101,135,1,0.00
6,91,1,0.00
51,98,1,0.00
56,144,1,0.00
99,166,1,0.00
99,111,1,0.00
37,173,1,0.00
20,155,1,0.00
98,107,1,0.00
96,182,1,0.00
107,111,1,0.00
44,64,1,0.00
102,158,1,0.00
57,107,1,0.00
97,111,1,0.00
108,162,1,0.00
3,122,1,0.00
73,87,1,0.00
69,146,1,0.00
19,23,1,0.00
16,161,1,0.00
80,89,1,0.00
125,128,1,0.00
58,186,1,0.00
44,151,1,0.00
55,59,1,0.00
105,180,1,0.00
16,50,1,0.00
37,62,1,0.00
19,74,1,0.00
84,125,1,0.00
139,140,1,0.00
71,153,1,0.00
128,143,1,0.00
85,127,1,0.00
100,182,1,0.00
95,109,1,0.00
130,175,1,0.00
87,182,1,0.00
127,175,1,0.00
85,182,1,0.00
84,90,1,0.00
49,99,1,0.00
3,27,1,0.00
116,118,1,0.00
36,108,1,0.00
117,181,1,0.00
62,136,1,0.00
38,112,1,0.00
80,146,1,0.00
117,121,1,0.00
109,132,1,0.00
90,127,1,0.00
62,123,1,0.00
52,72,1,0.00
76,86,1,0.00
97,127,1,0.00
71,101,1,0.00
32,40,1,0.00
69,129,1,0.00
103,110,1,0.00
8,96,1,0.00
104,157,1,0.00
64,93,1,0.00
11,147,1,0.00
48,65,1,0.00
36,149,1,0.00
20,164,1,0.00
49,81,1,0.00
46,62,1,0.00
38,118,1,0.00
38,123,1,0.00
48,95,1,0.00
3,15,1,0.00
115,168,1,0.00
11,131,1,0.00
144,157,1,0.00
17,145,1,0.00
53,131,1,0.00
32,71,1,0.00
12,80,1,0.00
145,166,1,0.00
59,127,1,0.00
111,186,1,0.00
84,152,1,0.00
50,161,1,0.00
121,137,1,0.00
41,95,1,0.00
105,156,1,0.00
136,138,1,0.00
128,150,1,0.00
41,165,1,0.00
77,103,1,0.00
114,178,1,0.00
70,116,1,0.00
61,158,1,0.00
147,182,1,0.00
25,71,1,0.00
27,143,1,0.00
105,131,1,0.00
93,142,1,0.00
91,179,1,0.00
70,143,1,0.00
47,109,1,0.00
84,158,1,0.00
94,101,1,0.00
45,55,1,0.00
36,87,1,0.00
83,103,1,0.00
6,19,1,0.00
81,115,1,0.00
48,168,1,0.00
58,111,1,0.00
55,60,1,0.00
167,186,1,0.00
12,173,1,0.00
94,181,1,0.00
26,148,1,0.00
54,74,1,0.00
26,129,1,0.00
87,115,1,0.00
3,43,1,0.00
80,93,1,0.00
2,38,1,0.00
92,131,1,0.00
8,54,1,0.00
83,174,1,0.00
38,155,1,0.00
160,175,1,0.00
89,153,1,0.00
64,158,1,0.00
29,62,1,0.00
27,47,1,0.00
28,115,1,0.00
15,58,1,0.00
67,107,1,0.00
22,145,1,0.00
91,151,1,0.00
40,102,1,0.00
27,74,1,0.00
156,174,1,0.00
159,175,1,0.00
26,127,1,0.00
20,101,1,0.00
52,76,1,0.00
37,167,1,0.00
34,48,1,0.00
76,132,1,0.00
64,155,1,0.00
25,127,1,0.00
84,97,1,0.00
10,145,1,0.00
5,14,1,0.00
11,155,1,0.00
90,178,1,0.00
86,87,1,0.00
21,122,1,0.00
82,100,1,0.00
45,84,1,0.00
94,180,1,0.00
1,46,1,0.00
15,53,1,0.00
106,140,1,0.00
21,63,1,0.00
31,186,1,0.00
149,180,1,0.00
54,63,1,0.00
78,84,1,0.00
59,170,1,0.00
32,172,1,0.00
5,119,1,0.00
121,178,1,0.00
21,119,1,0.00
35,62,1,0.00
83,99,1,0.00
75,175,1,0.00
19,100,1,0.00
152,175,1,0.00
8,47,1,0.00
62,78,1,0.00
23,60,1,0.00
106,131,1,0.00
48,107,1,0.00
6,67,1,0.00
47,157,1,0.00
25,139,1,0.00
78,138,1,0.00
76,109,1,0.00
18,141,1,0.00
106,150,1,0.00
135,174,1,0.00
31,56,1,0.00
144,158,1,0.00
98,141,1,0.00
126,142,1,0.00
85,100,1,0.00
85,93,1,0.00
71,157,1,0.00
58,106,1,0.00
63,85,1,0.00
41,97,1,0.00
25,179,1,0.00
16,105,1,0.00
24,58,1,0.00
82,101,1,0.00
8,140,1,0.00
85,121,1,0.00
5,76,1,0.00
29,152,1,0.00
122,131,1,0.00
85,164,1,0.00
29,160,1,0.00
76,138,1,0.00
105,110,1,0.00
104,162,1,0.00
36,174,1,0.00
98,149,1,0.00
91,109,1,0.00
13,97,1,0.00
137,157,1,0.00
2,122,1,0.00
22,38,1,0.00
69,118,1,0.00
11,157,1,0.00
6,58,1,0.00
8,19,1,0.00
99,108,1,0.00
51,88,1,0.00
72,175,1,0.00
4,167,1,0.00
118,132,1,0.00
41,168,1,0.00
50,157,1,0.00
25,182,1,0.00
106,153,1,0.00
5,91,1,0.00
28,45,1,0.00
43,75,1,0.00
13,27,1,0.00
39,181,1,0.00
111,180,1,0.00
67,90,1,0.00
159,171,1,0.00
151,168,1,0.00
89,179,1,0.00
90,146,1,0.00
27,117,1,0.00
3,162,1,0.00
44,171,1,0.00
63,96,1,0.00
26,58,1,0.00
25,51,1,0.00
31,84,1,0.00
46,109,1,0.00
105,173,1,0.00
42,129,1,0.00
45,147,1,0.00
89,148,1,0.00
1,106,1,0.00
85,132,1,0.00
136,162,1,0.00
89,91,1,0.00
137,162,1,0.00
106,161,1,0.00
29,100,1,0.00
5,103,1,0.00
22,155,1,0.00
168,172,1,0.00
18,50,1,0.00
31,145,1,0.00
59,101,1,0.00
101,110,1,0.00
45,144,1,0.00
120,126,1,0.00
21,93,1,0.00
90,172,1,0.00
35,153,1,0.00
3,6,1,0.00
33,47,1,0.00
33,50,1,0.00
14,159,1,0.00
31,109,1,0.00
139,151,1,0.00
16,166,1,0.00
31,138,1,0.00
30,40,1,0.00
5,104,1,0.00
56,179,1,0.00
169,180,1,0.00
57,140,1,0.00
28,130,1,0.00
103,132,1,0.00
57,118,1,0.00
131,138,1,0.00
141,170,1,0.00
48,92,1,0.00
3,58,1,0.00
99,128,1,0.00
